company_name:ID,number_laid_off,date_of,percentage_of_company,stage,:LABEL
Tencent,300,2023-02-17,,Post-IPO,COMPANY
DocuSign,680,2023-02-16,0.1,Post-IPO,COMPANY
Pico Interactive,400,2023-02-16,0.2,Acquired,COMPANY
The RealReal,230,2023-02-16,0.07,Post-IPO,COMPANY
Smartsheet,85,2023-02-16,0.03,Post-IPO,COMPANY
Wix,370,2023-02-15,0.06,Post-IPO,COMPANY
ServiceTitan,221,2023-02-15,0.08,Series G,COMPANY
Neon,210,2023-02-15,0.09,Series D,COMPANY
Jellysmack,208,2023-02-15,,Series C,COMPANY
DigitalOcean,200,2023-02-15,0.11,Post-IPO,COMPANY
Sprinklr,100,2023-02-15,0.04,Post-IPO,COMPANY
Betterment,28,2023-02-15,,Series F,COMPANY
CommerceHub,371,2023-02-14,0.31,Acquired,COMPANY
Twilio,1500,2023-02-13,0.17,Post-IPO,COMPANY
Electric,141,2023-02-13,0.25,Series D,COMPANY
PetLove,94,2023-02-13,,Series C,COMPANY
iRobot,85,2023-02-13,0.07,Acquired,COMPANY
Collective Health,54,2023-02-13,,Series F,COMPANY
Magic Eden,22,2023-02-13,,Series B,COMPANY
Moladin,360,2023-02-12,0.11,Series B,COMPANY
TripleLift,100,2023-02-10,0.2,Acquired,COMPANY
TikTok India,40,2023-02-10,,Acquired,COMPANY
Yahoo,1600,2023-02-09,0.2,Acquired,COMPANY
Misfits Market,649,2023-02-09,0.33,Series C,COMPANY
Deliveroo,350,2023-02-09,0.09,Post-IPO,COMPANY
Olive AI,215,2023-02-09,0.35,Series H,COMPANY
GitLab,130,2023-02-09,0.07,Post-IPO,COMPANY
Bark,126,2023-02-09,0.12,Post-IPO,COMPANY
Nomad Health,119,2023-02-09,0.17,Unknown,COMPANY
Veriff,66,2023-02-09,0.12,Series C,COMPANY
REE Automotive,31,2023-02-09,0.11,Post-IPO,COMPANY
GoDaddy,530,2023-02-08,0.08,Post-IPO,COMPANY
Affirm,500,2023-02-08,0.19,Post-IPO,COMPANY
Gusto,126,2023-02-08,0.05,Series E,COMPANY
Gong,80,2023-02-08,0.07,Series E,COMPANY
Beam Benefits,31,2023-02-08,0.08,Series E,COMPANY
Equitybee,24,2023-02-08,0.25,Series B,COMPANY
Zoom,1300,2023-02-07,0.15,Post-IPO,COMPANY
eBay,500,2023-02-07,0.04,Post-IPO,COMPANY
SecureWorks,212,2023-02-07,0.09,Post-IPO,COMPANY
Salesloft,100,2023-02-07,0.1,Acquired,COMPANY
Openpay,83,2023-02-07,1.0,Post-IPO,COMPANY
LearnUpon,27,2023-02-07,0.09,Private Equity,COMPANY
Dell,6650,2023-02-06,0.05,Post-IPO,COMPANY
Loggi,300,2023-02-06,0.07,Series F,COMPANY
Catch.com.au,100,2023-02-06,,Acquired,COMPANY
VinFast US,80,2023-02-06,,Subsidiary,COMPANY
Drift,59,2023-02-06,,Acquired,COMPANY
Pocket Aces,50,2023-02-06,0.25,Unknown,COMPANY
Clari,20,2023-02-06,,Series F,COMPANY
Kyruus,70,2023-02-05,,Unknown,COMPANY
Lightico,20,2023-02-05,0.25,Series B,COMPANY
FarEye,90,2023-02-03,,Series E,COMPANY
Protocol Labs,89,2023-02-03,0.2,Unknown,COMPANY
Byju's,1500,2023-02-02,,Private Equity,COMPANY
Okta,300,2023-02-02,0.05,Post-IPO,COMPANY
Autodesk,250,2023-02-02,0.02,Post-IPO,COMPANY
Mindstrong,127,2023-02-02,,Series C,COMPANY
NCC Group,125,2023-02-02,0.07,Post-IPO,COMPANY
Miro,119,2023-02-02,0.07,Series C,COMPANY
Getir,100,2023-02-02,,Series E,COMPANY
Highspot,100,2023-02-02,0.1,Series F,COMPANY
Bittrex,80,2023-02-02,,Unknown,COMPANY
Snowplow,40,2023-02-02,,Series B,COMPANY
Articulate,38,2023-02-02,,Series A,COMPANY
Splunk,325,2023-02-01,0.04,Post-IPO,COMPANY
Pinterest,150,2023-02-01,,Post-IPO,COMPANY
DraftKings,140,2023-02-01,0.04,Post-IPO,COMPANY
Cyren,121,2023-02-01,,Post-IPO,COMPANY
Workato,90,2023-02-01,0.1,Series E,COMPANY
VerticalScope,60,2023-02-01,0.22,Post-IPO,COMPANY
Wheel,56,2023-02-01,0.28,Series C,COMPANY
Chainalysis,44,2023-02-01,0.05,Series F,COMPANY
Exterro,24,2023-02-01,0.03,Private Equity,COMPANY
TheSkimm,17,2023-02-01,0.1,Series C,COMPANY
PayPal,2000,2023-01-31,0.07,Post-IPO,COMPANY
NetApp,960,2023-01-31,0.08,Post-IPO,COMPANY
Workday,525,2023-01-31,0.03,Post-IPO,COMPANY
HubSpot,500,2023-01-31,0.07,Post-IPO,COMPANY
Upstart,365,2023-01-31,0.2,Post-IPO,COMPANY
Software AG,200,2023-01-31,0.04,Post-IPO,COMPANY
Wish,150,2023-01-31,0.17,Post-IPO,COMPANY
Wefox,100,2023-01-31,,Series D,COMPANY
Tilting Point,60,2023-01-31,0.14,Unknown,COMPANY
Gokada,54,2023-01-31,,Unknown,COMPANY
AU10TIX,19,2023-01-31,0.09,Unknown,COMPANY
Philips,6000,2023-01-30,0.13,Post-IPO,COMPANY
OLX Group,1500,2023-01-30,0.15,Acquired,COMPANY
Arrival,800,2023-01-30,0.5,Post-IPO,COMPANY
Groupon,500,2023-01-30,,Post-IPO,COMPANY
Intel,343,2023-01-30,,Post-IPO,COMPANY
Glovo,250,2023-01-30,0.06,Acquired,COMPANY
Delivery Hero,156,2023-01-30,0.04,Post-IPO,COMPANY
Impossible Foods copy,140,2023-01-30,0.2,Series H,COMPANY
Chrono24,65,2023-01-30,0.13,Series C,COMPANY
Me Poupe,60,2023-01-28,0.5,Unknown,COMPANY
CoinTracker,19,2023-01-28,,Series A,COMPANY
SSense,138,2023-01-27,0.07,Series A,COMPANY
DealShare,100,2023-01-27,0.06,Series E,COMPANY
Ruggable,100,2023-01-27,,Seed,COMPANY
Synopsys,100,2023-01-27,,Post-IPO,COMPANY
Heycar,73,2023-01-27,,Unknown,COMPANY
Matrixport,29,2023-01-27,0.1,Series C,COMPANY
Shakepay,21,2023-01-27,0.25,Series A,COMPANY
#Paid,19,2023-01-27,0.17,Series B,COMPANY
SAP,3000,2023-01-26,0.03,Post-IPO,COMPANY
Confluent,221,2023-01-26,0.08,Post-IPO,COMPANY
IBM,3900,2023-01-25,0.02,Post-IPO,COMPANY
Lam Research,1300,2023-01-25,0.07,Post-IPO,COMPANY
Shutterfly,360,2023-01-25,,Acquired,COMPANY
Luno,330,2023-01-25,0.35,Acquired,COMPANY
Clear Capital,250,2023-01-25,0.25,Unknown,COMPANY
Guardant Health,130,2023-01-25,0.07,Post-IPO,COMPANY
SirionLabs,130,2023-01-25,0.15,Series D,COMPANY
Tier Mobility,80,2023-01-25,0.07,Series D,COMPANY
Vacasa,1300,2023-01-24,0.17,Post-IPO,COMPANY
Innovaccer,245,2023-01-24,0.15,Series E,COMPANY
Bolt,50,2023-01-24,0.1,Series E,COMPANY
PartnerStack,40,2023-01-24,0.2,Series B,COMPANY
Gitpod,21,2023-01-24,0.28,Series A,COMPANY
OFFOR Health,16,2023-01-24,,Series A,COMPANY
Venngage,11,2023-01-24,0.2,Unknown,COMPANY
Spotify,600,2023-01-23,0.06,Post-IPO,COMPANY
Uber Freight,150,2023-01-23,0.03,Subsidiary,COMPANY
Inmobi,50,2023-01-23,,Unknown,COMPANY
Innovid,40,2023-01-23,0.1,Post-IPO,COMPANY
Booktopia,30,2023-01-23,,Series A,COMPANY
Ermetic,30,2023-01-23,0.17,Series B,COMPANY
Namogoo,20,2023-01-23,0.15,Series C,COMPANY
Google,12000,2023-01-20,0.06,Post-IPO,COMPANY
Wayfair,1750,2023-01-20,0.1,Post-IPO,COMPANY
Swiggy,380,2023-01-20,0.06,Unknown,COMPANY
MediBuddy,200,2023-01-20,,Acquired,COMPANY
Vox Media,130,2023-01-20,0.07,Series F,COMPANY
BitTorrent,92,2023-01-20,,Acquired,COMPANY
Karat,47,2023-01-20,,Unknown,COMPANY
Enjoei,31,2023-01-20,0.1,Unknown,COMPANY
Edifecs,30,2023-01-20,,Unknown,COMPANY
Citrine Informatics,22,2023-01-20,0.27,Series C,COMPANY
Capital One,1100,2023-01-19,,Post-IPO,COMPANY
WeWork ,300,2023-01-19,,Post-IPO,COMPANY
Hubilo,115,2023-01-19,0.35,Series B,COMPANY
Saks.com,100,2023-01-19,0.05,Unknown,COMPANY
CS Disco,62,2023-01-19,0.09,Post-IPO,COMPANY
Riot Games,46,2023-01-19,,Acquired,COMPANY
Hydrow,30,2023-01-19,,Series D,COMPANY
Microsoft,10000,2023-01-18,0.05,Post-IPO,COMPANY
Sophos,450,2023-01-18,0.1,Acquired,COMPANY
Teladoc Health,300,2023-01-18,0.06,Post-IPO,COMPANY
Vroom,275,2023-01-18,0.2,Post-IPO,COMPANY
8x8,155,2023-01-18,0.07,Post-IPO,COMPANY
Pagaya,140,2023-01-18,0.2,Post-IPO,COMPANY
Benevity,137,2023-01-18,0.14,Unknown,COMPANY
Inspirato,109,2023-01-18,0.12,Post-IPO,COMPANY
Jumpcloud,100,2023-01-18,0.12,Series F,COMPANY
nCino,100,2023-01-18,0.07,Post-IPO,COMPANY
Starry,100,2023-01-18,0.24,Post-IPO,COMPANY
Hootsuite,70,2023-01-18,0.07,Series C,COMPANY
Clue,31,2023-01-18,0.31,Unknown,COMPANY
Addepar,20,2023-01-18,0.03,Series F,COMPANY
Lightspeed Commerce,300,2023-01-17,0.1,Post-IPO,COMPANY
Unity,284,2023-01-17,0.03,Post-IPO,COMPANY
Britishvolt,206,2023-01-17,1.0,Unknown,COMPANY
Clutch,150,2023-01-17,,Unknown,COMPANY
Exotel,142,2023-01-17,0.15,Series D,COMPANY
Unico,110,2023-01-17,0.1,Series D,COMPANY
Tul,100,2023-01-17,,Series B,COMPANY
American Robotics,50,2023-01-17,0.65,Acquired,COMPANY
Luxury Presence,44,2023-01-17,,Series B,COMPANY
RingCentral,30,2023-01-17,,Post-IPO,COMPANY
PagBank,500,2023-01-16,0.07,Post-IPO,COMPANY
ShareChat,500,2023-01-16,0.2,Series H,COMPANY
Gramophone,75,2023-01-16,,Series B,COMPANY
ClearCo,50,2023-01-16,0.3,Series C,COMPANY
Captain Fresh ,120,2023-01-15,,Series C,COMPANY
Snappy,100,2023-01-15,0.3,Series C,COMPANY
BharatAgri,40,2023-01-15,0.43,Series A,COMPANY
Black Shark,900,2023-01-13,,Unknown,COMPANY
Ola,200,2023-01-13,,Series J,COMPANY
Bonterra ,140,2023-01-13,0.1,Unknown,COMPANY
Vial,40,2023-01-13,,Series B,COMPANY
Lending Club,225,2023-01-12,0.14,Post-IPO,COMPANY
SmartNews,120,2023-01-12,0.4,Series F,COMPANY
Skit.ai,115,2023-01-12,,Series B,COMPANY
Pier,111,2023-01-12,0.39,Series B,COMPANY
Blockchain.com,110,2023-01-12,0.28,Series D,COMPANY
Greenlight,104,2023-01-12,0.21,Series D,COMPANY
Cashfree Payments,100,2023-01-12,,Series B,COMPANY
Mapbox,64,2023-01-12,,Unknown,COMPANY
Definitive Healthcare,55,2023-01-12,0.06,Post-IPO,COMPANY
Akili Labs,46,2023-01-12,0.3,Seed,COMPANY
Career Karma,22,2023-01-12,,Series B,COMPANY
